Category,Name,Price_PLN,Performance_Score,Socket,RAM_Type,TDP_W,Power_W,Form_Factor,Length_mm,Height_mm
Power Supply,be quiet! 1100W 80+ Gold-968,1035,1058,,,,1100,,,
Power Supply,Seasonic 750W 80+ Gold-969,819,772,,,,750,,,
Power Supply,Corsair 1200W 80+ Gold-970,1388,1518,,,,1200,,,
Power Supply,Seasonic 450W 80+ Gold-971,493,516,,,,450,,,
Power Supply,Seasonic 450W 80+ Gold-972,463,480,,,,450,,,
Power Supply,Endorfy 1200W 80+ Gold-973,698,683,,,,1200,,,
Power Supply,Corsair 1100W 80+ Gold-974,1233,1152,,,,1100,,,
Power Supply,Endorfy 300W 80+ Gold-975,330,321,,,,300,,,
Power Supply,be quiet! 550W 80+ Gold-976,431,407,,,,550,,,
Power Supply,Corsair 1200W 80+ Gold-977,615,577,,,,1200,,,
Power Supply,Seasonic 450W 80+ Gold-978,256,265,,,,450,,,
Power Supply,Seasonic 300W 80+ Gold-979,319,298,,,,300,,,
Power Supply,Corsair 800W 80+ Gold-980,646,668,,,,800,,,
Power Supply,Endorfy 300W 80+ Gold-981,332,304,,,,300,,,
Power Supply,be quiet! 650W 80+ Gold-982,471,468,,,,650,,,
Power Supply,be quiet! 800W 80+ Gold-983,781,719,,,,800,,,
Power Supply,Endorfy 1050W 80+ Gold-984,664,632,,,,1050,,,
Power Supply,be quiet! 950W 80+ Gold-985,725,786,,,,950,,,
Power Supply,Corsair 400W 80+ Gold-986,323,295,,,,400,,,
Power Supply,Corsair 800W 80+ Gold-987,601,562,,,,800,,,
Power Supply,Corsair 1150W 80+ Gold-988,1129,1068,,,,1150,,,
Power Supply,be quiet! 400W 80+ Gold-989,378,395,,,,400,,,
Power Supply,be quiet! 750W 80+ Gold-990,716,695,,,,750,,,
Power Supply,be quiet! 1150W 80+ Gold-991,996,904,,,,1150,,,
Power Supply,Corsair 850W 80+ Gold-992,557,571,,,,850,,,
Power Supply,Seasonic 900W 80+ Gold-993,507,553,,,,900,,,
Power Supply,be quiet! 1000W 80+ Gold-994,502,455,,,,1000,,,
Power Supply,Corsair 450W 80+ Gold-995,302,322,,,,450,,,
Power Supply,Endorfy 350W 80+ Gold-996,178,171,,,,350,,,
Power Supply,be quiet! 550W 80+ Gold-997,467,500,,,,550,,,
Power Supply,Corsair 450W 80+ Gold-998,225,229,,,,450,,,
Power Supply,be quiet! 900W 80+ Gold-999,988,1072,,,,900,,,
Power Supply,Seasonic 450W 80+ Gold-1000,471,513,,,,450,,,
Power Supply,Corsair 1050W 80+ Gold-1001,640,634,,,,1050,,,
Power Supply,Corsair 950W 80+ Gold-1002,856,900,,,,950,,,
Power Supply,be quiet! 300W 80+ Gold-1003,302,292,,,,300,,,
Power Supply,Seasonic 1050W 80+ Gold-1004,1108,1119,,,,1050,,,
Power Supply,Endorfy 750W 80+ Gold-1005,726,777,,,,750,,,
Power Supply,Endorfy 800W 80+ Gold-1006,642,651,,,,800,,,
Power Supply,Corsair 1150W 80+ Gold-1007,860,885,,,,1150,,,
Power Supply,Seasonic 300W 80+ Gold-1008,321,335,,,,300,,,
Power Supply,Corsair 400W 80+ Gold-1009,208,213,,,,400,,,
Power Supply,Endorfy 1050W 80+ Gold-1010,1102,1017,,,,1050,,,
Power Supply,Corsair 500W 80+ Gold-1011,396,402,,,,500,,,
Power Supply,Endorfy 1050W 80+ Gold-1012,1128,1104,,,,1050,,,
Power Supply,Corsair 650W 80+ Gold-1013,578,602,,,,650,,,
Power Supply,Corsair 600W 80+ Gold-1014,461,492,,,,600,,,
Power Supply,Endorfy 700W 80+ Gold-1015,634,606,,,,700,,,
Power Supply,Seasonic 700W 80+ Gold-1016,717,773,,,,700,,,
Power Supply,Corsair 1100W 80+ Gold-1017,639,586,,,,1100,,,
Power Supply,Corsair 1050W 80+ Gold-1018,924,898,,,,1050,,,
Power Supply,be quiet! 350W 80+ Gold-1019,200,216,,,,350,,,
Power Supply,Endorfy 1150W 80+ Gold-1020,609,567,,,,1150,,,
Power Supply,be quiet! 400W 80+ Gold-1021,458,483,,,,400,,,
Power Supply,Seasonic 300W 80+ Gold-1022,220,219,,,,300,,,
Power Supply,Seasonic 700W 80+ Gold-1023,565,620,,,,700,,,
Power Supply,Seasonic 700W 80+ Gold-1024,657,601,,,,700,,,
Power Supply,be quiet! 950W 80+ Gold-1025,723,666,,,,950,,,
Power Supply,be quiet! 650W 80+ Gold-1026,579,537,,,,650,,,
Power Supply,Endorfy 500W 80+ Gold-1027,327,300,,,,500,,,
Power Supply,Endorfy 400W 80+ Gold-1028,231,240,,,,400,,,
Power Supply,Endorfy 300W 80+ Gold-1029,236,250,,,,300,,,
Power Supply,Seasonic 900W 80+ Gold-1030,725,720,,,,900,,,
Power Supply,Corsair 650W 80+ Gold-1031,530,523,,,,650,,,
Power Supply,Corsair 550W 80+ Gold-1032,344,336,,,,550,,,
Power Supply,Corsair 450W 80+ Gold-1033,266,284,,,,450,,,
Power Supply,Endorfy 1150W 80+ Gold-1034,701,649,,,,1150,,,
Power Supply,Seasonic 700W 80+ Gold-1035,696,725,,,,700,,,
Power Supply,Corsair 1000W 80+ Gold-1036,566,517,,,,1000,,,
Power Supply,Endorfy 800W 80+ Gold-1037,763,797,,,,800,,,
Power Supply,be quiet! 550W 80+ Gold-1038,545,569,,,,550,,,
Power Supply,Seasonic 900W 80+ Gold-1039,742,745,,,,900,,,
Power Supply,Corsair 650W 80+ Gold-1040,698,639,,,,650,,,
Power Supply,Seasonic 1100W 80+ Gold-1041,1185,1103,,,,1100,,,
Power Supply,Endorfy 1050W 80+ Gold-1042,763,717,,,,1050,,,
Power Supply,Endorfy 750W 80+ Gold-1043,828,891,,,,750,,,
Power Supply,Endorfy 350W 80+ Gold-1044,419,411,,,,350,,,
Power Supply,Seasonic 450W 80+ Gold-1045,506,486,,,,450,,,
Power Supply,be quiet! 650W 80+ Gold-1046,533,556,,,,650,,,
Power Supply,Endorfy 300W 80+ Gold-1047,279,265,,,,300,,,
Power Supply,Seasonic 750W 80+ Gold-1048,518,528,,,,750,,,
Power Supply,Seasonic 450W 80+ Gold-1049,508,537,,,,450,,,
Power Supply,Endorfy 850W 80+ Gold-1050,890,847,,,,850,,,
Power Supply,Seasonic 300W 80+ Gold-1051,181,177,,,,300,,,
Power Supply,Endorfy 1100W 80+ Gold-1052,1183,1185,,,,1100,,,
Power Supply,Endorfy 1150W 80+ Gold-1053,807,749,,,,1150,,,
Power Supply,Endorfy 1200W 80+ Gold-1054,1337,1461,,,,1200,,,
Power Supply,Endorfy 850W 80+ Gold-1055,769,713,,,,850,,,
Power Supply,Corsair 400W 80+ Gold-1056,393,394,,,,400,,,
Power Supply,be quiet! 600W 80+ Gold-1057,419,431,,,,600,,,
Power Supply,be quiet! 1100W 80+ Gold-1058,1121,1060,,,,1100,,,
Power Supply,Seasonic 700W 80+ Gold-1059,390,392,,,,700,,,
Power Supply,be quiet! 1000W 80+ Gold-1060,1140,1098,,,,1000,,,
Power Supply,Seasonic 350W 80+ Gold-1061,275,299,,,,350,,,
Power Supply,Endorfy 650W 80+ Gold-1062,678,731,,,,650,,,
Power Supply,Endorfy 600W 80+ Gold-1063,349,335,,,,600,,,
Power Supply,Seasonic 1150W 80+ Gold-1064,1335,1268,,,,1150,,,
Power Supply,be quiet! 700W 80+ Gold-1065,819,859,,,,700,,,
Power Supply,be quiet! 600W 80+ Gold-1066,533,529,,,,600,,,
Power Supply,be quiet! 300W 80+ Gold-1067,299,289,,,,300,,,
Power Supply,be quiet! 800W 80+ Gold-1068,719,787,,,,800,,,
Power Supply,Endorfy 650W 80+ Gold-1069,390,363,,,,650,,,
Power Supply,be quiet! 300W 80+ Gold-1070,171,154,,,,300,,,
Power Supply,Corsair 600W 80+ Gold-1071,606,596,,,,600,,,
Power Supply,Corsair 600W 80+ Gold-1072,406,391,,,,600,,,
Power Supply,Endorfy 600W 80+ Gold-1073,389,398,,,,600,,,
Power Supply,Corsair 1100W 80+ Gold-1074,1004,998,,,,1100,,,
Power Supply,be quiet! 1000W 80+ Gold-1075,541,533,,,,1000,,,
Power Supply,Seasonic 450W 80+ Gold-1076,357,375,,,,450,,,
Power Supply,Seasonic 300W 80+ Gold-1077,182,178,,,,300,,,
Power Supply,Corsair 950W 80+ Gold-1078,878,906,,,,950,,,
Power Supply,Endorfy 650W 80+ Gold-1079,396,424,,,,650,,,
Power Supply,Corsair 1050W 80+ Gold-1080,1086,1101,,,,1050,,,
Power Supply,Endorfy 950W 80+ Gold-1081,582,625,,,,950,,,
Power Supply,Endorfy 350W 80+ Gold-1082,387,425,,,,350,,,
Power Supply,Corsair 450W 80+ Gold-1083,335,314,,,,450,,,
Power Supply,Corsair 400W 80+ Gold-1084,463,476,,,,400,,,
Power Supply,be quiet! 500W 80+ Gold-1085,543,572,,,,500,,,
Power Supply,Corsair 350W 80+ Gold-1086,216,227,,,,350,,,
Power Supply,Seasonic 1000W 80+ Gold-1087,1128,1188,,,,1000,,,
Power Supply,Endorfy 1050W 80+ Gold-1088,549,497,,,,1050,,,
Power Supply,Endorfy 800W 80+ Gold-1089,806,825,,,,800,,,
Power Supply,be quiet! 400W 80+ Gold-1090,462,436,,,,400,,,
Power Supply,Endorfy 650W 80+ Gold-1091,564,567,,,,650,,,
Power Supply,Seasonic 300W 80+ Gold-1092,277,251,,,,300,,,
Power Supply,be quiet! 800W 80+ Gold-1093,655,716,,,,800,,,
Power Supply,Seasonic 300W 80+ Gold-1094,244,228,,,,300,,,
Power Supply,be quiet! 350W 80+ Gold-1095,346,349,,,,350,,,
Power Supply,Endorfy 650W 80+ Gold-1096,393,375,,,,650,,,
Power Supply,Endorfy 850W 80+ Gold-1097,565,598,,,,850,,,
Power Supply,be quiet! 450W 80+ Gold-1098,362,375,,,,450,,,
Power Supply,Endorfy 750W 80+ Gold-1099,624,646,,,,750,,,
Power Supply,Seasonic 650W 80+ Gold-1100,581,572,,,,650,,,
Power Supply,Endorfy 1100W 80+ Gold-1101,1227,1181,,,,1100,,,
Power Supply,be quiet! 950W 80+ Gold-1102,676,700,,,,950,,,
Power Supply,be quiet! 750W 80+ Gold-1103,741,733,,,,750,,,
Power Supply,Endorfy 1050W 80+ Gold-1104,1009,1108,,,,1050,,,
Power Supply,be quiet! 300W 80+ Gold-1105,250,234,,,,300,,,
Power Supply,Endorfy 1050W 80+ Gold-1106,1147,1146,,,,1050,,,
Power Supply,Endorfy 450W 80+ Gold-1107,514,539,,,,450,,,
Power Supply,Endorfy 600W 80+ Gold-1108,327,332,,,,600,,,
Power Supply,Endorfy 350W 80+ Gold-1109,232,227,,,,350,,,
Power Supply,be quiet! 500W 80+ Gold-1110,372,335,,,,500,,,
Power Supply,Endorfy 700W 80+ Gold-1111,351,322,,,,700,,,
Power Supply,Corsair 1050W 80+ Gold-1112,791,825,,,,1050,,,
Power Supply,Seasonic 850W 80+ Gold-1113,570,522,,,,850,,,
Power Supply,be quiet! 800W 80+ Gold-1114,846,786,,,,800,,,
Power Supply,Corsair 400W 80+ Gold-1115,395,422,,,,400,,,
Power Supply,Seasonic 1200W 80+ Gold-1116,1149,1173,,,,1200,,,
Power Supply,Endorfy 1050W 80+ Gold-1117,846,825,,,,1050,,,
Power Supply,Endorfy 1000W 80+ Gold-1118,898,926,,,,1000,,,
Power Supply,be quiet! 1000W 80+ Gold-1119,834,752,,,,1000,,,
Power Supply,Seasonic 1200W 80+ Gold-1120,910,871,,,,1200,,,
Power Supply,Endorfy 1000W 80+ Gold-1121,1002,936,,,,1000,,,
Power Supply,Corsair 750W 80+ Gold-1122,621,672,,,,750,,,
Power Supply,Endorfy 1000W 80+ Gold-1123,555,516,,,,1000,,,
Power Supply,be quiet! 750W 80+ Gold-1124,780,838,,,,750,,,
Power Supply,be quiet! 450W 80+ Gold-1125,243,249,,,,450,,,
Power Supply,Endorfy 350W 80+ Gold-1126,258,240,,,,350,,,
Power Supply,be quiet! 350W 80+ Gold-1127,401,387,,,,350,,,
Power Supply,be quiet! 1150W 80+ Gold-1128,577,558,,,,1150,,,
Power Supply,Endorfy 600W 80+ Gold-1129,303,325,,,,600,,,
Power Supply,Corsair 1150W 80+ Gold-1130,1342,1413,,,,1150,,,
Power Supply,be quiet! 300W 80+ Gold-1131,225,205,,,,300,,,
Power Supply,be quiet! 800W 80+ Gold-1132,486,522,,,,800,,,
Power Supply,Seasonic 650W 80+ Gold-1133,407,440,,,,650,,,
Power Supply,Endorfy 450W 80+ Gold-1134,289,275,,,,450,,,
Power Supply,Endorfy 1050W 80+ Gold-1135,1048,1040,,,,1050,,,
Power Supply,be quiet! 800W 80+ Gold-1136,748,785,,,,800,,,
Power Supply,be quiet! 400W 80+ Gold-1137,469,505,,,,400,,,
Power Supply,Seasonic 600W 80+ Gold-1138,526,499,,,,600,,,
Power Supply,be quiet! 550W 80+ Gold-1139,588,586,,,,550,,,
Power Supply,Corsair 550W 80+ Gold-1140,632,649,,,,550,,,
Power Supply,Seasonic 1050W 80+ Gold-1141,1065,1066,,,,1050,,,
Power Supply,Endorfy 500W 80+ Gold-1142,262,245,,,,500,,,
Power Supply,Endorfy 500W 80+ Gold-1143,382,353,,,,500,,,
Power Supply,Endorfy 1000W 80+ Gold-1144,578,571,,,,1000,,,
Power Supply,Endorfy 650W 80+ Gold-1145,384,420,,,,650,,,
Power Supply,Corsair 1050W 80+ Gold-1146,575,569,,,,1050,,,
Power Supply,Corsair 500W 80+ Gold-1147,557,506,,,,500,,,
Power Supply,Seasonic 550W 80+ Gold-1148,418,452,,,,550,,,
Power Supply,Endorfy 400W 80+ Gold-1149,257,258,,,,400,,,
Power Supply,Corsair 800W 80+ Gold-1150,494,538,,,,800,,,
Power Supply,Seasonic 1150W 80+ Gold-1151,862,813,,,,1150,,,
Power Supply,Seasonic 650W 80+ Gold-1152,446,401,,,,650,,,
Power Supply,Seasonic 1200W 80+ Gold-1153,652,677,,,,1200,,,
Power Supply,Seasonic 400W 80+ Gold-1154,364,360,,,,400,,,
Power Supply,Endorfy 500W 80+ Gold-1155,301,302,,,,500,,,
Power Supply,be quiet! 800W 80+ Gold-1156,680,741,,,,800,,,
Power Supply,Corsair 1050W 80+ Gold-1157,807,776,,,,1050,,,
Power Supply,be quiet! 950W 80+ Gold-1158,1093,1108,,,,950,,,
Power Supply,be quiet! 650W 80+ Gold-1159,624,646,,,,650,,,
Power Supply,Corsair 950W 80+ Gold-1160,512,517,,,,950,,,
Power Supply,Seasonic 850W 80+ Gold-1161,571,539,,,,850,,,
Power Supply,Endorfy 600W 80+ Gold-1162,700,692,,,,600,,,
Power Supply,be quiet! 1050W 80+ Gold-1163,824,802,,,,1050,,,
Power Supply,Corsair 850W 80+ Gold-1164,583,545,,,,850,,,
Power Supply,be quiet! 850W 80+ Gold-1165,635,591,,,,850,,,
Power Supply,be quiet! 300W 80+ Gold-1166,355,330,,,,300,,,
Power Supply,Corsair 350W 80+ Gold-1167,409,448,,,,350,,,
Power Supply,Endorfy 500W 80+ Gold-1168,326,309,,,,500,,,
Power Supply,be quiet! 850W 80+ Gold-1169,508,515,,,,850,,,
Power Supply,Seasonic 1200W 80+ Gold-1170,1254,1349,,,,1200,,,
Power Supply,Seasonic 1050W 80+ Gold-1171,1203,1234,,,,1050,,,
Power Supply,Endorfy 700W 80+ Gold-1172,382,377,,,,700,,,
Power Supply,Corsair 750W 80+ Gold-1173,506,525,,,,750,,,
Power Supply,Seasonic 800W 80+ Gold-1174,905,907,,,,800,,,
Power Supply,Corsair 400W 80+ Gold-1175,200,195,,,,400,,,
Power Supply,Endorfy 500W 80+ Gold-1176,390,358,,,,500,,,
Power Supply,Endorfy 500W 80+ Gold-1177,593,647,,,,500,,,
Power Supply,Corsair 500W 80+ Gold-1178,583,599,,,,500,,,
Power Supply,Endorfy 700W 80+ Gold-1179,557,611,,,,700,,,
Power Supply,Seasonic 500W 80+ Gold-1180,409,399,,,,500,,,
Power Supply,be quiet! 550W 80+ Gold-1181,283,272,,,,550,,,
Power Supply,be quiet! 1050W 80+ Gold-1182,725,761,,,,1050,,,
Power Supply,Endorfy 1100W 80+ Gold-1183,802,831,,,,1100,,,
Power Supply,Seasonic 550W 80+ Gold-1184,655,706,,,,550,,,
Power Supply,Endorfy 1200W 80+ Gold-1185,730,691,,,,1200,,,
Power Supply,Seasonic 950W 80+ Gold-1186,830,849,,,,950,,,
Power Supply,Seasonic 1200W 80+ Gold-1187,1160,1270,,,,1200,,,
Power Supply,Corsair 750W 80+ Gold-1188,846,823,,,,750,,,
Power Supply,be quiet! 300W 80+ Gold-1189,318,300,,,,300,,,
Power Supply,Endorfy 1050W 80+ Gold-1190,1214,1152,,,,1050,,,
Power Supply,Endorfy 700W 80+ Gold-1191,505,499,,,,700,,,
Power Supply,Seasonic 550W 80+ Gold-1192,472,481,,,,550,,,
Power Supply,Corsair 1100W 80+ Gold-1193,1102,1049,,,,1100,,,
Power Supply,Endorfy 950W 80+ Gold-1194,498,449,,,,950,,,
Power Supply,Corsair 600W 80+ Gold-1195,404,443,,,,600,,,
Power Supply,Endorfy 350W 80+ Gold-1196,407,443,,,,350,,,
Power Supply,be quiet! 550W 80+ Gold-1197,286,273,,,,550,,,
Power Supply,Corsair 700W 80+ Gold-1198,383,359,,,,700,,,
Power Supply,Corsair 550W 80+ Gold-1199,518,486,,,,550,,,
Power Supply,Corsair 950W 80+ Gold-1200,666,616,,,,950,,,
Power Supply,Seasonic 700W 80+ Gold-1201,541,527,,,,700,,,
Power Supply,Corsair 550W 80+ Gold-1202,429,441,,,,550,,,
Power Supply,Endorfy 300W 80+ Gold-1203,153,149,,,,300,,,
Power Supply,be quiet! 400W 80+ Gold-1204,433,392,,,,400,,,
Power Supply,Seasonic 550W 80+ Gold-1205,360,363,,,,550,,,
Power Supply,Corsair 450W 80+ Gold-1206,378,340,,,,450,,,
Power Supply,Corsair 550W 80+ Gold-1207,653,684,,,,550,,,
Power Supply,Endorfy 1000W 80+ Gold-1208,1079,1049,,,,1000,,,
Power Supply,be quiet! 450W 80+ Gold-1209,256,254,,,,450,,,
Power Supply,Endorfy 350W 80+ Gold-1210,192,193,,,,350,,,
Power Supply,Seasonic 500W 80+ Gold-1211,540,553,,,,500,,,
Power Supply,Seasonic 700W 80+ Gold-1212,408,398,,,,700,,,
Power Supply,Seasonic 1150W 80+ Gold-1213,1303,1264,,,,1150,,,
Power Supply,Endorfy 600W 80+ Gold-1214,507,530,,,,600,,,
Power Supply,be quiet! 350W 80+ Gold-1215,179,168,,,,350,,,
Power Supply,Endorfy 1200W 80+ Gold-1216,1274,1180,,,,1200,,,
Power Supply,be quiet! 1050W 80+ Gold-1217,1139,1114,,,,1050,,,
Power Supply,Endorfy 650W 80+ Gold-1218,342,358,,,,650,,,
Power Supply,Corsair 1100W 80+ Gold-1219,982,1047,,,,1100,,,
Power Supply,Endorfy 450W 80+ Gold-1220,355,386,,,,450,,,
Power Supply,Seasonic 650W 80+ Gold-1221,371,374,,,,650,,,
Power Supply,Endorfy 450W 80+ Gold-1222,372,402,,,,450,,,
Power Supply,Corsair 1100W 80+ Gold-1223,854,901,,,,1100,,,
Power Supply,Corsair 750W 80+ Gold-1224,596,550,,,,750,,,
Power Supply,be quiet! 550W 80+ Gold-1225,434,431,,,,550,,,
Power Supply,Corsair 1100W 80+ Gold-1226,583,635,,,,1100,,,
Power Supply,be quiet! 1200W 80+ Gold-1227,1103,1078,,,,1200,,,
Power Supply,Endorfy 450W 80+ Gold-1228,246,234,,,,450,,,
Power Supply,be quiet! 1200W 80+ Gold-1229,1156,1259,,,,1200,,,
Power Supply,be quiet! 800W 80+ Gold-1230,817,890,,,,800,,,
Power Supply,Seasonic 500W 80+ Gold-1231,483,511,,,,500,,,
Power Supply,Endorfy 500W 80+ Gold-1232,507,481,,,,500,,,
Power Supply,Corsair 750W 80+ Gold-1233,613,580,,,,750,,,
Power Supply,be quiet! 1000W 80+ Gold-1234,567,601,,,,1000,,,
Power Supply,be quiet! 1050W 80+ Gold-1235,696,722,,,,1050,,,
Power Supply,Endorfy 1150W 80+ Gold-1236,631,588,,,,1150,,,
Power Supply,be quiet! 1200W 80+ Gold-1237,877,808,,,,1200,,,
Power Supply,Corsair 450W 80+ Gold-1238,292,286,,,,450,,,
Power Supply,Seasonic 300W 80+ Gold-1239,240,241,,,,300,,,
Power Supply,Seasonic 800W 80+ Gold-1240,795,856,,,,800,,,
Power Supply,Endorfy 1150W 80+ Gold-1241,1271,1344,,,,1150,,,
Power Supply,Endorfy 1150W 80+ Gold-1242,1258,1329,,,,1150,,,
Power Supply,Corsair 1000W 80+ Gold-1243,1082,1062,,,,1000,,,
Power Supply,Endorfy 950W 80+ Gold-1244,1063,1130,,,,950,,,
Power Supply,Corsair 750W 80+ Gold-1245,705,642,,,,750,,,
Power Supply,Endorfy 1050W 80+ Gold-1246,857,931,,,,1050,,,
Power Supply,Corsair 800W 80+ Gold-1247,571,585,,,,800,,,
Power Supply,be quiet! 300W 80+ Gold-1248,327,337,,,,300,,,
Power Supply,Endorfy 300W 80+ Gold-1249,274,296,,,,300,,,
Power Supply,be quiet! 400W 80+ Gold-1250,477,485,,,,400,,,
Power Supply,Seasonic 850W 80+ Gold-1251,833,879,,,,850,,,
Power Supply,Seasonic 1200W 80+ Gold-1252,945,876,,,,1200,,,
Power Supply,Corsair 550W 80+ Gold-1253,450,464,,,,550,,,
Power Supply,be quiet! 600W 80+ Gold-1254,549,503,,,,600,,,
Power Supply,Endorfy 700W 80+ Gold-1255,440,453,,,,700,,,
Power Supply,Seasonic 1050W 80+ Gold-1256,946,1038,,,,1050,,,
Power Supply,Corsair 500W 80+ Gold-1257,369,391,,,,500,,,
Power Supply,Endorfy 1050W 80+ Gold-1258,751,681,,,,1050,,,
Power Supply,Endorfy 1000W 80+ Gold-1259,1157,1181,,,,1000,,,
Power Supply,be quiet! 800W 80+ Gold-1260,949,954,,,,800,,,
Power Supply,Endorfy 800W 80+ Gold-1261,879,932,,,,800,,,
Power Supply,Seasonic 800W 80+ Gold-1262,493,452,,,,800,,,
Power Supply,Seasonic 550W 80+ Gold-1263,415,391,,,,550,,,
Power Supply,Endorfy 350W 80+ Gold-1264,209,195,,,,350,,,
Power Supply,Corsair 350W 80+ Gold-1265,406,420,,,,350,,,
Power Supply,be quiet! 1050W 80+ Gold-1266,1051,954,,,,1050,,,
Power Supply,be quiet! 800W 80+ Gold-1267,403,422,,,,800,,,
Power Supply,Endorfy 850W 80+ Gold-1268,569,602,,,,850,,,
Power Supply,Corsair 500W 80+ Gold-1269,393,377,,,,500,,,
Power Supply,be quiet! 350W 80+ Gold-1270,234,246,,,,350,,,
Power Supply,be quiet! 950W 80+ Gold-1271,819,826,,,,950,,,
Power Supply,Endorfy 600W 80+ Gold-1272,373,339,,,,600,,,
Power Supply,be quiet! 1200W 80+ Gold-1273,1250,1207,,,,1200,,,
Power Supply,be quiet! 550W 80+ Gold-1274,536,540,,,,550,,,
Power Supply,Seasonic 1150W 80+ Gold-1275,1066,1140,,,,1150,,,
Power Supply,Corsair 350W 80+ Gold-1276,219,230,,,,350,,,
Power Supply,Endorfy 300W 80+ Gold-1277,200,216,,,,300,,,
Power Supply,Seasonic 600W 80+ Gold-1278,540,558,,,,600,,,
Power Supply,Corsair 300W 80+ Gold-1279,226,218,,,,300,,,
Power Supply,be quiet! 350W 80+ Gold-1280,193,178,,,,350,,,
Power Supply,Endorfy 950W 80+ Gold-1281,1072,1004,,,,950,,,
Power Supply,Corsair 500W 80+ Gold-1282,460,461,,,,500,,,
Power Supply,Corsair 700W 80+ Gold-1283,736,692,,,,700,,,
Power Supply,be quiet! 950W 80+ Gold-1284,800,836,,,,950,,,
Power Supply,Endorfy 600W 80+ Gold-1285,510,492,,,,600,,,
Power Supply,be quiet! 800W 80+ Gold-1286,726,700,,,,800,,,
Power Supply,Seasonic 450W 80+ Gold-1287,534,491,,,,450,,,
Power Supply,Seasonic 1150W 80+ Gold-1288,757,759,,,,1150,,,
Power Supply,Endorfy 600W 80+ Gold-1289,477,499,,,,600,,,
Power Supply,Endorfy 850W 80+ Gold-1290,679,742,,,,850,,,
Power Supply,Endorfy 500W 80+ Gold-1291,526,566,,,,500,,,
Power Supply,Seasonic 1150W 80+ Gold-1292,766,738,,,,1150,,,
Power Supply,Endorfy 450W 80+ Gold-1293,393,404,,,,450,,,
Power Supply,be quiet! 850W 80+ Gold-1294,526,562,,,,850,,,
Power Supply,Endorfy 750W 80+ Gold-1295,682,637,,,,750,,,
Power Supply,be quiet! 450W 80+ Gold-1296,298,312,,,,450,,,
Power Supply,Seasonic 1150W 80+ Gold-1297,1239,1317,,,,1150,,,
Power Supply,Seasonic 500W 80+ Gold-1298,425,422,,,,500,,,
Power Supply,Endorfy 750W 80+ Gold-1299,539,563,,,,750,,,
Power Supply,Seasonic 1050W 80+ Gold-1300,1223,1239,,,,1050,,,
Power Supply,be quiet! 650W 80+ Gold-1301,376,402,,,,650,,,
Power Supply,Seasonic 1050W 80+ Gold-1302,1099,1161,,,,1050,,,
Power Supply,Seasonic 800W 80+ Gold-1303,909,883,,,,800,,,
Power Supply,be quiet! 1100W 80+ Gold-1304,798,865,,,,1100,,,
Power Supply,Corsair 850W 80+ Gold-1305,530,574,,,,850,,,
Power Supply,Endorfy 800W 80+ Gold-1306,504,537,,,,800,,,
Power Supply,Seasonic 1150W 80+ Gold-1307,700,688,,,,1150,,,
Power Supply,Endorfy 400W 80+ Gold-1308,228,222,,,,400,,,
Power Supply,be quiet! 900W 80+ Gold-1309,1050,1055,,,,900,,,
Power Supply,Corsair 1050W 80+ Gold-1310,1132,1019,,,,1050,,,
Power Supply,Endorfy 800W 80+ Gold-1311,806,756,,,,800,,,
Power Supply,be quiet! 1050W 80+ Gold-1312,1058,1112,,,,1050,,,
Power Supply,Endorfy 650W 80+ Gold-1313,681,660,,,,650,,,
Power Supply,be quiet! 700W 80+ Gold-1314,438,441,,,,700,,,
Power Supply,be quiet! 1000W 80+ Gold-1315,575,626,,,,1000,,,
Power Supply,Seasonic 1000W 80+ Gold-1316,1158,1261,,,,1000,,,
Power Supply,Corsair 650W 80+ Gold-1317,370,400,,,,650,,,
Power Supply,be quiet! 1150W 80+ Gold-1318,1070,1088,,,,1150,,,
Power Supply,Endorfy 700W 80+ Gold-1319,544,562,,,,700,,,
Power Supply,Endorfy 550W 80+ Gold-1320,432,405,,,,550,,,
Power Supply,Seasonic 600W 80+ Gold-1321,594,609,,,,600,,,
Power Supply,be quiet! 850W 80+ Gold-1322,830,844,,,,850,,,
Power Supply,Corsair 400W 80+ Gold-1323,454,474,,,,400,,,
Power Supply,Corsair 1050W 80+ Gold-1324,1115,1088,,,,1050,,,
Power Supply,Seasonic 300W 80+ Gold-1325,285,287,,,,300,,,
Power Supply,be quiet! 1100W 80+ Gold-1326,1283,1207,,,,1100,,,
Power Supply,Endorfy 900W 80+ Gold-1327,533,521,,,,900,,,
Power Supply,Endorfy 1050W 80+ Gold-1328,1084,1113,,,,1050,,,
Power Supply,be quiet! 550W 80+ Gold-1329,354,330,,,,550,,,
Power Supply,Endorfy 1200W 80+ Gold-1330,1185,1182,,,,1200,,,
Power Supply,be quiet! 650W 80+ Gold-1331,704,740,,,,650,,,
Power Supply,Endorfy 650W 80+ Gold-1332,550,508,,,,650,,,
Power Supply,be quiet! 1100W 80+ Gold-1333,903,905,,,,1100,,,
Power Supply,Seasonic 1150W 80+ Gold-1334,1370,1458,,,,1150,,,
Power Supply,Seasonic 850W 80+ Gold-1335,635,604,,,,850,,,
Power Supply,Corsair 1150W 80+ Gold-1336,1109,1162,,,,1150,,,
Power Supply,Endorfy 600W 80+ Gold-1337,571,592,,,,600,,,
